City_ID,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
240,castillos,-34.1667,-53.8333,29.2,51,0,4.98,UY,"{'coord': {'lon': -53.8333, 'lat': -34.1667}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 29.2, 'feels_like': 30.05, 'temp_min': 29.2, 'temp_max': 29.2, 'pressure': 1007, 'humidity': 51, 'sea_level': 1007, 'grnd_level': 1004}, 'visibility': 10000, 'wind': {'speed': 4.98, 'deg': 87, 'gust': 4.97}, 'clouds': {'all': 0}, 'dt': 1738521445, 'sys': {'country': 'UY', 'sunrise': 1738486662, 'sunset': 1738536022}, 'timezone': -10800, 'id': 3443289, 'name': 'Castillos', 'cod': 200}"
241,marsh harbour,26.5412,-77.0636,23.84,74,7,5.19,BS,"{'coord': {'lon': -77.0636, 'lat': 26.5412}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 23.84, 'feels_like': 24.21, 'temp_min': 23.84, 'temp_max': 23.84, 'pressure': 1021, 'humidity': 74, 'sea_level': 1021, 'grnd_level': 1020}, 'visibility': 10000, 'wind': {'speed': 5.19, 'deg': 118, 'gust': 5.06}, 'clouds': {'all': 7}, 'dt': 1738521446, 'sys': {'country': 'BS', 'sunrise': 1738497151, 'sunset': 1738536685}, 'timezone': -18000, 'id': 3571913, 'name': 'Marsh Harbour', 'cod': 200}"
242,broken hill,-31.95,141.4333,28.0,40,69,5.29,AU,"{'coord': {'lon': 141.4333, 'lat': -31.95}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 28, 'feels_like': 27.66, 'temp_min': 28, 'temp_max': 28, 'pressure': 1009, 'humidity': 40, 'sea_level': 1009, 'grnd_level': 976}, 'visibility': 10000, 'wind': {'speed': 5.29, 'deg': 67, 'gust': 9.89}, 'clouds': {'all': 69}, 'dt': 1738521447, 'sys': {'country': 'AU', 'sunrise': 1738526463, 'sunset': 1738575300}, 'timezone': 37800, 'id': 2173911, 'name': 'Broken Hill', 'cod': 200}"
243,camana,-16.6228,-72.7111,24.15,72,5,3.37,PE,"{'coord': {'lon': -72.7111, 'lat': -16.6228}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 24.15, 'feels_like': 24.5, 'temp_min': 24.15, 'temp_max': 24.15, 'pressure': 1011, 'humidity': 72, 'sea_level': 1011, 'grnd_level': 974}, 'visibility': 10000, 'wind': {'speed': 3.37, 'deg': 198, 'gust': 3.02}, 'clouds': {'all': 5}, 'dt': 1738521449, 'sys': {'country': 'PE', 'sunrise': 1738492822, 'sunset': 1738538925}, 'timezone': -18000, 'id': 3945985, 'name': 'Camaná', 'cod': 200}"
244,sake,-1.5736,29.045,19.4,76,97,0.26,CD,"{'coord': {'lon': 29.045, 'lat': -1.5736}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 19.4, 'feels_like': 19.38, 'temp_min': 19.4, 'temp_max': 19.4, 'pressure': 1014, 'humidity': 76, 'sea_level': 1014, 'grnd_level': 857}, 'visibility': 10000, 'wind': {'speed': 0.26, 'deg': 23, 'gust': 0.7}, 'clouds': {'all': 97}, 'dt': 1738521450, 'sys': {'country': 'CD', 'sunrise': 1738469527, 'sunset': 1738513372}, 'timezone': 7200, 'id': 205970, 'name': 'Sake', 'cod': 200}"
245,darwin,-12.4611,130.8418,29.99,84,100,5.36,AU,"{'coord': {'lon': 130.8418, 'lat': -12.4611}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 29.91, 'feels_like': 36.91, 'temp_min': 29.41, 'temp_max': 29.99, 'pressure': 1002, 'humidity': 84, 'sea_level': 1002, 'grnd_level': 1001}, 'visibility': 10000, 'wind': {'speed': 5.36, 'deg': 260}, 'rain': {'1h': 3.45}, 'clouds': {'all': 100}, 'dt': 1738521451, 'sys': {'type': 1, 'id': 9574, 'country': 'AU', 'sunrise': 1738530705, 'sunset': 1738576142}, 'timezone': 34200, 'id': 2073124, 'name': 'Darwin', 'cod': 200}"
246,san giovanni in persiceto,44.64,11.1841,9.61,87,75,2.06,IT,"{'coord': {'lon': 11.1841, 'lat': 44.64}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 9.21, 'feels_like': 8.22, 'temp_min': 8.71, 'temp_max': 9.61, 'pressure': 1021, 'humidity': 87, 'sea_level': 1021, 'grnd_level': 1017}, 'visibility': 7000, 'wind': {'speed': 2.06, 'deg': 210}, 'clouds': {'all': 75}, 'dt': 1738521452, 'sys': {'type': 1, 'id': 6758, 'country': 'IT', 'sunrise': 1738477986, 'sunset': 1738513487}, 'timezone': 3600, 'id': 6538475, 'name': 'San Giovanni in Persiceto', 'cod': 200}"
247,krasnogorskoye,52.2953,86.1979,-11.89,95,99,0.79,RU,"{'coord': {'lon': 86.1979, 'lat': 52.2953}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': -11.89, 'feels_like': -11.89, 'temp_min': -11.89, 'temp_max': -11.89, 'pressure': 1040, 'humidity': 95, 'sea_level': 1040, 'grnd_level': 1006}, 'visibility': 10000, 'wind': {'speed': 0.79, 'deg': 132, 'gust': 0.68}, 'clouds': {'all': 99}, 'dt': 1738521454, 'sys': {'country': 'RU', 'sunrise': 1738547594, 'sunset': 1738580684}, 'timezone': 25200, 'id': 1502105, 'name': 'Krasnogorskoye', 'cod': 200}"
248,nouadhibou,20.931,-17.0347,20.99,56,0,8.23,MR,"{'coord': {'lon': -17.0347, 'lat': 20.931}, 'weather': [{'id': 751, 'main': 'Sand', 'description': 'sand', 'icon': '50d'}], 'base': 'stations', 'main': {'temp': 20.99, 'feels_like': 20.61, 'temp_min': 20.99, 'temp_max': 20.99, 'pressure': 1018, 'humidity': 56, 'sea_level': 1018, 'grnd_level': 1018}, 'visibility': 6000, 'wind': {'speed': 8.23, 'deg': 350}, 'clouds': {'all': 0}, 'dt': 1738521455, 'sys': {'type': 1, 'id': 2444, 'country': 'MR', 'sunrise': 1738482271, 'sunset': 1738522748}, 'timezone': 0, 'id': 2377457, 'name': 'Nouadhibou', 'cod': 200}"
249,maceio,-9.6658,-35.7353,31.69,62,20,7.72,BR,"{'coord': {'lon': -35.7353, 'lat': -9.6658}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 31.69, 'feels_like': 36.94, 'temp_min': 31.69, 'temp_max': 31.69, 'pressure': 1010, 'humidity': 62, 'sea_level': 1010, 'grnd_level': 1008}, 'visibility': 10000, 'wind': {'speed': 7.72, 'deg': 110}, 'clouds': {'all': 20}, 'dt': 1738521456, 'sys': {'type': 1, 'id': 8413, 'country': 'BR', 'sunrise': 1738484482, 'sunset': 1738529514}, 'timezone': -10800, 'id': 3395981, 'name': 'Maceió', 'cod': 200}"
250,uttar char fasson,22.2332,90.7132,21.76,86,83,1.69,BD,"{'coord': {'lon': 90.7132, 'lat': 22.2332}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 21.76, 'feels_like': 22.24, 'temp_min': 21.76, 'temp_max': 21.76, 'pressure': 1011, 'humidity': 86, 'sea_level': 1011, 'grnd_level': 1011}, 'visibility': 10000, 'wind': {'speed': 1.69, 'deg': 265, 'gust': 1.68}, 'clouds': {'all': 83}, 'dt': 1738521457, 'sys': {'country': 'BD', 'sunrise': 1738542903, 'sunset': 1738583208}, 'timezone': 21600, 'id': 1205481, 'name': 'Uttar Char Fasson', 'cod': 200}"
251,kingston,17.997,-76.7936,31.76,64,84,3.54,JM,"{'coord': {'lon': -76.7936, 'lat': 17.997}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 31.76, 'feels_like': 37.72, 'temp_min': 31.76, 'temp_max': 31.76, 'pressure': 1015, 'humidity': 64, 'sea_level': 1015, 'grnd_level': 985}, 'visibility': 10000, 'wind': {'speed': 3.54, 'deg': 182, 'gust': 2.9}, 'rain': {'1h': 0.19}, 'clouds': {'all': 84}, 'dt': 1738521458, 'sys': {'type': 2, 'id': 2091678, 'country': 'JM', 'sunrise': 1738496375, 'sunset': 1738537331}, 'timezone': -18000, 'id': 3489854, 'name': 'Kingston', 'cod': 200}"
252,roma,43.2128,-75.4557,-7.96,62,0,5.14,US,"{'coord': {'lon': -75.4557, 'lat': 43.2128}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': -10.92, 'feels_like': -17.92, 'temp_min': -10.92, 'temp_max': -7.96, 'pressure': 1028, 'humidity': 62, 'sea_level': 1028, 'grnd_level': 1002}, 'visibility': 10000, 'wind': {'speed': 5.14, 'deg': 100}, 'clouds': {'all': 0}, 'dt': 1738521459, 'sys': {'type': 1, 'id': 5681, 'country': 'US', 'sunrise': 1738498564, 'sunset': 1738534500}, 'timezone': -18000, 'id': 5134295, 'name': 'Rome', 'cod': 200}"
253,eirunepe,-6.6603,-69.8736,24.32,91,100,1.56,BR,"{'coord': {'lon': -69.8736, 'lat': -6.6603}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 24.32, 'feels_like': 25.18, 'temp_min': 24.32, 'temp_max': 24.32, 'pressure': 1008, 'humidity': 91, 'sea_level': 1008, 'grnd_level': 991}, 'visibility': 10000, 'wind': {'speed': 1.56, 'deg': 321, 'gust': 3.86}, 'clouds': {'all': 100}, 'dt': 1738521460, 'sys': {'country': 'BR', 'sunrise': 1738492901, 'sunset': 1738537484}, 'timezone': -18000, 'id': 3664321, 'name': 'Eirunepé', 'cod': 200}"
254,malinyi,-8.9333,36.1333,23.07,91,92,0.78,TZ,"{'coord': {'lon': 36.1333, 'lat': -8.9333}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 23.07, 'feels_like': 23.81, 'temp_min': 23.07, 'temp_max': 23.07, 'pressure': 1009, 'humidity': 91, 'sea_level': 1009, 'grnd_level': 975}, 'visibility': 10000, 'wind': {'speed': 0.78, 'deg': 140, 'gust': 1.05}, 'rain': {'1h': 0.68}, 'clouds': {'all': 92}, 'dt': 1738521461, 'sys': {'country': 'TZ', 'sunrise': 1738467285, 'sunset': 1738512211}, 'timezone': 10800, 'id': 155016, 'name': 'Malinyi', 'cod': 200}"
255,tshikapa,-6.4167,20.8,25.16,70,46,0.82,CD,"{'coord': {'lon': 20.8, 'lat': -6.4167}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 25.16, 'feels_like': 25.56, 'temp_min': 25.16, 'temp_max': 25.16, 'pressure': 1007, 'humidity': 70, 'sea_level': 1007, 'grnd_level': 954}, 'visibility': 10000, 'wind': {'speed': 0.82, 'deg': 355, 'gust': 1.06}, 'clouds': {'all': 46}, 'dt': 1738521462, 'sys': {'country': 'CD', 'sunrise': 1738471153, 'sunset': 1738515704}, 'timezone': 7200, 'id': 204953, 'name': 'Tshikapa', 'cod': 200}"
256,mejit,10.2753,170.8646,26.26,77,71,10.4,MH,"{'coord': {'lon': 170.8646, 'lat': 10.2753}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 26.26, 'feels_like': 26.26, 'temp_min': 26.26, 'temp_max': 26.26, 'pressure': 1010, 'humidity': 77, 'sea_level': 1010, 'grnd_level': 1008}, 'visibility': 10000, 'wind': {'speed': 10.4, 'deg': 73, 'gust': 12.13}, 'clouds': {'all': 71}, 'dt': 1738521464, 'sys': {'country': 'MH', 'sunrise': 1738522750, 'sunset': 1738564885}, 'timezone': 43200, 'id': 7306523, 'name': 'Mejit', 'cod': 200}"
257,maputo,-25.9653,32.5892,27.35,85,81,3.58,MZ,"{'coord': {'lon': 32.5892, 'lat': -25.9653}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 27.35, 'feels_like': 31.13, 'temp_min': 27.35, 'temp_max': 27.35, 'pressure': 1010, 'humidity': 85, 'sea_level': 1010, 'grnd_level': 1002}, 'visibility': 10000, 'wind': {'speed': 3.58, 'deg': 216, 'gust': 7.15}, 'clouds': {'all': 81}, 'dt': 1738521465, 'sys': {'type': 2, 'id': 2030503, 'country': 'MZ', 'sunrise': 1738466737, 'sunset': 1738514460}, 'timezone': 7200, 'id': 1040652, 'name': 'Maputo', 'cod': 200}"
258,idrinskoye,54.3708,92.1358,-15.74,97,100,0.66,RU,"{'coord': {'lon': 92.1358, 'lat': 54.3708}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': -15.74, 'feels_like': -15.74, 'temp_min': -15.74, 'temp_max': -15.74, 'pressure': 1042, 'humidity': 97, 'sea_level': 1042, 'grnd_level': 1005}, 'visibility': 10000, 'wind': {'speed': 0.66, 'deg': 51, 'gust': 0.65}, 'clouds': {'all': 100}, 'dt': 1738521466, 'sys': {'country': 'RU', 'sunrise': 1738546600, 'sunset': 1738578828}, 'timezone': 25200, 'id': 1505998, 'name': 'Idrinskoye', 'cod': 200}"
259,trincomalee,8.5711,81.2335,26.68,79,80,5.4,LK,"{'coord': {'lon': 81.2335, 'lat': 8.5711}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 26.68, 'feels_like': 28.97, 'temp_min': 26.68, 'temp_max': 26.68, 'pressure': 1011, 'humidity': 79, 'sea_level': 1011, 'grnd_level': 1010}, 'visibility': 10000, 'wind': {'speed': 5.4, 'deg': 66, 'gust': 6.14}, 'clouds': {'all': 80}, 'dt': 1738521467, 'sys': {'country': 'LK', 'sunrise': 1738544136, 'sunset': 1738586526}, 'timezone': 19800, 'id': 1226260, 'name': 'Trincomalee', 'cod': 200}"
260,okha,53.5739,142.9478,-20.96,98,100,2.61,RU,"{'coord': {'lon': 142.9478, 'lat': 53.5739}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': -20.96, 'feels_like': -27.96, 'temp_min': -20.96, 'temp_max': -20.96, 'pressure': 1019, 'humidity': 98, 'sea_level': 1019, 'grnd_level': 1017}, 'visibility': 10000, 'wind': {'speed': 2.61, 'deg': 291, 'gust': 2.58}, 'clouds': {'all': 100}, 'dt': 1738521433, 'sys': {'country': 'RU', 'sunrise': 1738534249, 'sunset': 1738566787}, 'timezone': 39600, 'id': 2122614, 'name': 'Okha', 'cod': 200}"
261,dakhla,23.6848,-15.958,18.01,72,0,8.23,EH,"{'coord': {'lon': -15.958, 'lat': 23.6848}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 18.01, 'feels_like': 17.75, 'temp_min': 18.01, 'temp_max': 18.01, 'pressure': 1021, 'humidity': 72, 'sea_level': 1021, 'grnd_level': 1020}, 'visibility': 8000, 'wind': {'speed': 8.23, 'deg': 20}, 'clouds': {'all': 0}, 'dt': 1738521469, 'sys': {'type': 1, 'id': 2403, 'country': 'EH', 'sunrise': 1738482242, 'sunset': 1738522260}, 'timezone': 3600, 'id': 2463447, 'name': 'Dakhla', 'cod': 200}"
262,baker city,44.7749,-117.8344,1.03,80,100,1.54,US,"{'coord': {'lon': -117.8344, 'lat': 44.7749}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 0.84, 'feels_like': -0.86, 'temp_min': 0.84, 'temp_max': 1.03, 'pressure': 1009, 'humidity': 80, 'sea_level': 1009, 'grnd_level': 860}, 'visibility': 10000, 'wind': {'speed': 1.54, 'deg': 240}, 'clouds': {'all': 100}, 'dt': 1738521470, 'sys': {'type': 1, 'id': 3453, 'country': 'US', 'sunrise': 1738508944, 'sunset': 1738544463}, 'timezone': -28800, 'id': 5712169, 'name': 'Baker City', 'cod': 200}"
263,prabumulih,-3.45,104.25,23.12,99,100,1.33,ID,"{'coord': {'lon': 104.25, 'lat': -3.45}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 23.12, 'feels_like': 24.07, 'temp_min': 23.12, 'temp_max': 23.12, 'pressure': 1007, 'humidity': 99, 'sea_level': 1007, 'grnd_level': 1003}, 'visibility': 10000, 'wind': {'speed': 1.33, 'deg': 330, 'gust': 3.79}, 'clouds': {'all': 100}, 'dt': 1738521471, 'sys': {'country': 'ID', 'sunrise': 1738537752, 'sunset': 1738581861}, 'timezone': 25200, 'id': 1631393, 'name': 'Prabumulih', 'cod': 200}"
264,severo-yeniseyskiy,60.3725,93.0408,-34.95,100,42,1.58,RU,"{'coord': {'lon': 93.0408, 'lat': 60.3725}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': -34.95, 'feels_like': -41.89, 'temp_min': -34.95, 'temp_max': -34.95, 'pressure': 1051, 'humidity': 100, 'sea_level': 1051, 'grnd_level': 979}, 'visibility': 10000, 'wind': {'speed': 1.58, 'deg': 124, 'gust': 1.27}, 'clouds': {'all': 42}, 'dt': 1738521472, 'sys': {'country': 'RU', 'sunrise': 1738547965, 'sunset': 1738577028}, 'timezone': 25200, 'id': 1492566, 'name': 'Severo-Yeniseyskiy', 'cod': 200}"
265,sayat,38.7839,63.8803,4.76,50,0,2.22,TM,"{'coord': {'lon': 63.8803, 'lat': 38.7839}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 4.76, 'feels_like': 2.87, 'temp_min': 4.76, 'temp_max': 4.76, 'pressure': 1025, 'humidity': 50, 'sea_level': 1025, 'grnd_level': 1000}, 'visibility': 10000, 'wind': {'speed': 2.22, 'deg': 336, 'gust': 2.22}, 'clouds': {'all': 0}, 'dt': 1738521473, 'sys': {'country': 'TM', 'sunrise': 1738464586, 'sunset': 1738501591}, 'timezone': 18000, 'id': 1218436, 'name': 'Saýat', 'cod': 200}"
266,sandnessjoen,66.0217,12.6316,0.23,55,0,5.14,NO,"{'coord': {'lon': 12.6316, 'lat': 66.0217}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 0.06, 'feels_like': -4.92, 'temp_min': 0.06, 'temp_max': 0.23, 'pressure': 1023, 'humidity': 55, 'sea_level': 1023, 'grnd_level': 1017}, 'visibility': 10000, 'wind': {'speed': 5.14, 'deg': 0}, 'clouds': {'all': 0}, 'dt': 1738521474, 'sys': {'type': 1, 'id': 1675, 'country': 'NO', 'sunrise': 1738483343, 'sunset': 1738507435}, 'timezone': 3600, 'id': 3140301, 'name': 'Sandnessjøen', 'cod': 200}"
267,gondia,21.45,80.2,22.47,47,5,1.21,IN,"{'coord': {'lon': 80.2, 'lat': 21.45}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 22.47, 'feels_like': 22, 'temp_min': 22.47, 'temp_max': 22.47, 'pressure': 1012, 'humidity': 47, 'sea_level': 1012, 'grnd_level': 977}, 'visibility': 10000, 'wind': {'speed': 1.21, 'deg': 351, 'gust': 1.19}, 'clouds': {'all': 5}, 'dt': 1738521476, 'sys': {'country': 'IN', 'sunrise': 1738545361, 'sunset': 1738585796}, 'timezone': 19800, 'id': 1270990, 'name': 'Gondiā', 'cod': 200}"
268,naze,28.3667,129.4833,14.51,63,70,7.72,JP,"{'coord': {'lon': 129.4833, 'lat': 28.3667}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 14.51, 'feels_like': 13.66, 'temp_min': 14.51, 'temp_max': 14.51, 'pressure': 1014, 'humidity': 63, 'sea_level': 1014, 'grnd_level': 1005}, 'visibility': 10000, 'wind': {'speed': 7.72, 'deg': 341, 'gust': 10.2}, 'rain': {'1h': 2.69}, 'clouds': {'all': 70}, 'dt': 1738521477, 'sys': {'type': 1, 'id': 8013, 'country': 'JP', 'sunrise': 1738534130, 'sunset': 1738573370}, 'timezone': 32400, 'id': 1855540, 'name': 'Naze', 'cod': 200}"
269,whistler,50.1164,-122.9695,-9.43,86,100,1.54,CA,"{'coord': {'lon': -122.9695, 'lat': 50.1164}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': -9.43, 'feels_like': -12.59, 'temp_min': -9.43, 'temp_max': -9.43, 'pressure': 1014, 'humidity': 86, 'sea_level': 1014, 'grnd_level': 847}, 'visibility': 10000, 'wind': {'speed': 1.54, 'deg': 320}, 'clouds': {'all': 100}, 'dt': 1738521209, 'sys': {'type': 1, 'id': 146, 'country': 'CA', 'sunrise': 1738511026, 'sunset': 1738544846}, 'timezone': -28800, 'id': 6180144, 'name': 'Whistler', 'cod': 200}"
270,berekum,7.4534,-2.584,29.52,20,87,1.79,GH,"{'coord': {'lon': -2.584, 'lat': 7.4534}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 29.52, 'feels_like': 27.86, 'temp_min': 29.52, 'temp_max': 29.52, 'pressure': 1007, 'humidity': 20, 'sea_level': 1007, 'grnd_level': 971}, 'visibility': 10000, 'wind': {'speed': 1.79, 'deg': 20, 'gust': 4.8}, 'clouds': {'all': 87}, 'dt': 1738521479, 'sys': {'country': 'GH', 'sunrise': 1738477773, 'sunset': 1738520309}, 'timezone': 0, 'id': 2303125, 'name': 'Berekum', 'cod': 200}"
271,ungsang-nodongjagu,42.3578,130.4622,-8.95,57,100,5.81,KP,"{'coord': {'lon': 130.4622, 'lat': 42.3578}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': -8.95, 'feels_like': -15.95, 'temp_min': -8.95, 'temp_max': -8.95, 'pressure': 1017, 'humidity': 57, 'sea_level': 1017, 'grnd_level': 1004}, 'visibility': 10000, 'wind': {'speed': 5.81, 'deg': 327, 'gust': 12.13}, 'clouds': {'all': 100}, 'dt': 1738521480, 'sys': {'country': 'KP', 'sunrise': 1738535402, 'sunset': 1738571628}, 'timezone': 32400, 'id': 2039557, 'name': 'Ungsang-nodongjagu', 'cod': 200}"
272,luderitz,-26.6481,15.1594,20.33,62,0,12.46,NA,"{'coord': {'lon': 15.1594, 'lat': -26.6481}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 20.33, 'feels_like': 20.04, 'temp_min': 20.33, 'temp_max': 20.33, 'pressure': 1010, 'humidity': 62, 'sea_level': 1010, 'grnd_level': 1006}, 'visibility': 10000, 'wind': {'speed': 12.46, 'deg': 169, 'gust': 18.27}, 'clouds': {'all': 0}, 'dt': 1738521481, 'sys': {'country': 'NA', 'sunrise': 1738470859, 'sunset': 1738518706}, 'timezone': 7200, 'id': 3355672, 'name': 'Lüderitz', 'cod': 200}"
273,trstenik,43.6169,21.0025,7.22,81,95,1.15,RS,"{'coord': {'lon': 21.0025, 'lat': 43.6169}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 7.22, 'feels_like': 7.22, 'temp_min': 7.22, 'temp_max': 7.22, 'pressure': 1022, 'humidity': 81, 'sea_level': 1022, 'grnd_level': 960}, 'visibility': 10000, 'wind': {'speed': 1.15, 'deg': 295, 'gust': 1.11}, 'clouds': {'all': 95}, 'dt': 1738521482, 'sys': {'country': 'RS', 'sunrise': 1738475487, 'sunset': 1738511273}, 'timezone': 3600, 'id': 784873, 'name': 'Trstenik', 'cod': 200}"
274,wabag,-5.4781,143.7021,14.72,100,100,0.21,PG,"{'coord': {'lon': 143.7021, 'lat': -5.4781}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 14.72, 'feels_like': 14.86, 'temp_min': 14.72, 'temp_max': 14.72, 'pressure': 1011, 'humidity': 100, 'sea_level': 1011, 'grnd_level': 748}, 'visibility': 899, 'wind': {'speed': 0.21, 'deg': 309, 'gust': 0.67}, 'clouds': {'all': 100}, 'dt': 1738521483, 'sys': {'country': 'PG', 'sunrise': 1738528135, 'sunset': 1738572539}, 'timezone': 36000, 'id': 2084246, 'name': 'Wabag', 'cod': 200}"
275,taltal,-25.4,-70.4833,20.96,76,32,2.29,CL,"{'coord': {'lon': -70.4833, 'lat': -25.4}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 20.96, 'feels_like': 21.1, 'temp_min': 20.96, 'temp_max': 20.96, 'pressure': 1012, 'humidity': 76, 'sea_level': 1012, 'grnd_level': 971}, 'visibility': 10000, 'wind': {'speed': 2.29, 'deg': 304, 'gust': 2.07}, 'clouds': {'all': 32}, 'dt': 1738521484, 'sys': {'country': 'CL', 'sunrise': 1738491540, 'sunset': 1738539137}, 'timezone': -10800, 'id': 3870243, 'name': 'Taltal', 'cod': 200}"
276,muynoq,43.7683,59.0214,1.03,77,87,4.28,UZ,"{'coord': {'lon': 59.0214, 'lat': 43.7683}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 1.03, 'feels_like': -3.2, 'temp_min': 1.03, 'temp_max': 1.03, 'pressure': 1031, 'humidity': 77, 'sea_level': 1031, 'grnd_level': 1024}, 'visibility': 10000, 'wind': {'speed': 4.28, 'deg': 101, 'gust': 7.72}, 'clouds': {'all': 87}, 'dt': 1738521485, 'sys': {'country': 'UZ', 'sunrise': 1738466390, 'sunset': 1738502118}, 'timezone': 18000, 'id': 601299, 'name': 'Muynak', 'cod': 200}"
277,inari,68.906,27.0288,-19.9,100,94,1.14,FI,"{'coord': {'lon': 27.0288, 'lat': 68.906}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': -19.9, 'feels_like': -19.9, 'temp_min': -19.9, 'temp_max': -19.9, 'pressure': 1039, 'humidity': 100, 'sea_level': 1039, 'grnd_level': 1011}, 'visibility': 4144, 'wind': {'speed': 1.14, 'deg': 327, 'gust': 1.03}, 'clouds': {'all': 94}, 'dt': 1738521486, 'sys': {'country': 'FI', 'sunrise': 1738481782, 'sunset': 1738502084}, 'timezone': 7200, 'id': 656657, 'name': 'Inari', 'cod': 200}"
